iter	RMSE
249	20.09970739
250	20.09537291
251	20.07632941
252	20.04680155
253	20.01576545
254	20.00955833
255	19.98076441
256	19.97474705
257	19.94041887
258	19.9333247
259	19.90493443
260	19.8631495
261	19.85567881
262	19.82255625
263	19.7855904
264	19.77113128
265	19.75615326
266	19.74159303
267	19.73013253
268	19.69786365
269	19.69009967
270	19.6806034
271	19.62673609
272	19.6095926
273	19.58440492
274	19.54906329
275	19.54662775
276	19.53754587
277	19.52156815
278	19.48215321
279	19.46379786
280	19.45886776
281	19.44381041
282	19.41173483
283	19.38765547
284	19.35467417
285	19.34610196
286	19.32092737
287	19.31653824
288	19.28402085
289	19.26528429
290	19.23786779
291	19.21181414
292	19.17602618
293	19.1585844
294	19.12779807
295	19.10806306
296	19.09631615
297	19.046513
298	19.03962654
299	19.0019988
300	18.98182515
301	18.96204624
302	18.92919061
303	18.89095001
304	18.86683181
305	18.83358446
306	18.79523757
307	18.7780016
308	18.74312129
309	18.70567998
310	18.66810078
311	18.66169483
312	18.64014382
313	18.61241527
314	18.60667501
315	18.5908722
316	18.56938762
317	18.55688083
318	18.53447531
319	18.5265628
320	18.51180107
321	18.47407647
322	18.46432812
323	18.44415666
324	18.41612275
325	18.39044732
326	18.38588663
327	18.36750099
328	18.33865769
329	18.3032036
330	18.2900781
331	18.26413374
332	18.25732692
333	18.2183083
334	18.19124607
335	18.15826925
336	18.13464021
337	18.10805451
338	18.08809985
339	18.04553231
340	18.02400466
341	18.00089002
342	17.99542267
343	17.97722262
344	17.95692193
345	17.92464459
346	17.90461051
347	17.87463355
348	17.85170717
349	17.81888077
350	17.78566309
351	17.78106414
352	17.76899161
353	17.75119042
354	17.73386861
355	17.73141971
356	17.69817721
357	17.67408254
358	17.64393739
359	17.62465987
360	17.60019666
361	17.58735305
362	17.56691774
363	17.55869571
364	17.54520373
365	17.52752022
366	17.50308924
367	17.47184585
368	17.44437253
369	17.42916505
370	17.4094746
371	17.39070284
372	17.35757442
373	17.33365989
374	17.30781576
375	17.30434365
376	17.27413776
377	17.263739
378	17.24427461
379	17.21680991
380	17.18431236
381	17.15233272
382	17.12332203
383	17.10374737
384	17.07276198
385	17.05062453
386	17.04558839
387	17.03024888
388	17.00916304
389	16.98434403
390	16.95863313
391	16.95415071
392	16.9314149
393	16.89912914
394	16.8831557
395	16.87533573
396	16.85271811
397	16.84177716
398	16.82181518
399	16.80151676
400	16.77044587
401	16.75869122
402	16.74474635
403	16.71355212
404	16.70559288
405	16.703566
406	16.69431087
407	16.68223541
408	16.65371438
409	16.63031604
410	16.61153484
411	16.59813864
412	16.56802891
413	16.54896807
414	16.53102973
415	16.51534331
416	16.48914334
417	16.4744107
418	16.43999431
419	16.41737712
420	16.40066415
421	16.38326
422	16.36628315
423	16.3464952
424	16.32409522
425	16.30998572
426	16.30828287
427	16.27986304
428	16.26809545
429	16.24217671
430	16.22367485
431	16.20100681
432	16.19688914
433	16.18731389
434	16.16479861
435	16.16270433
436	16.15791042
437	16.13877171
438	16.11680418
439	16.09352797
440	16.07287335
441	16.04824508
442	16.02838011
443	16.00306666
444	15.99852949
445	15.97369367
446	15.95953735
447	15.93846928
448	15.92174901
449	15.90476874
450	15.89142584
451	15.8670784
452	15.83249399
453	15.81030534
454	15.78490651
455	15.78362784
456	15.75718297
457	15.73964415
458	15.72420642
459	15.71602934
460	15.68932046
461	15.65525512
462	15.64259809
463	15.62747901
464	15.62376317
465	15.60980748
466	15.57341032
467	15.55639818
468	15.52158922
469	15.49334819
470	15.47749876
471	15.46037891
472	15.44303358
473	15.4295932
474	15.4164274
475	15.41171888
476	15.3972564
477	15.37401906
478	15.35423452
479	15.33650874
480	15.32429478
481	15.31478837
482	15.28708928
483	15.26663378
484	15.25702003
485	15.2184678
486	15.19928511
487	15.18454032
488	15.1719947
489	15.15685684
490	15.15492763
491	15.14591658
492	15.13269831
493	15.12163396
494	15.11686816
495	15.10372443
496	15.07185513
497	15.03605405
498	15.0178563
499	15.0043142
500	14.96653768
501	14.95388842
502	14.9306898
503	14.91217437
504	14.89727573
505	14.88503341
506	14.86996891
507	14.85669546
508	14.84677304
509	14.84328516
510	14.82599708
511	14.80605797
512	14.78720855
513	14.76540326
514	14.74349055
515	14.72342803
516	14.70557335
517	14.68340653
518	14.66763056
519	14.6593977
520	14.63805213
521	14.62581867
522	14.61280421
523	14.60399419
524	14.60226377
525	14.59309795
526	14.58661805
527	14.58442849
528	14.56639298
529	14.55455749
530	14.54891026
531	14.53558072
532	14.5097938
533	14.49029043
534	14.47415579
535	14.46192813
536	14.45160632
537	14.43004993
538	14.41992328
539	14.40131687
540	14.38150773
541	14.35822381
542	14.33673354
543	14.33267939
544	14.31834876
545	14.30618942
546	14.28384826
547	14.27059624
548	14.25671156
549	14.23276684
550	14.22739416
551	14.21644981
552	14.20171408
553	14.17853964
554	14.16287353
555	14.1459219
556	14.13429777
557	14.13217443
558	14.1129775
559	14.09779494
560	14.07469034
561	14.05291179
562	14.04172601
563	14.03068437
564	14.01643784
565	13.9961679
566	13.97458856
567	13.96098374
568	13.94680016
569	13.93713614
570	13.91831021
571	13.91289527
572	13.89236797
573	13.87640126
574	13.86153532
575	13.84779707
576	13.83773442
577	13.82677888
578	13.80534028
579	13.79391643
580	13.77565294
581	13.76571313
582	13.75917845
583	13.73671711
584	13.72562988
585	13.70831126
586	13.70214058
587	13.68580833
588	13.68345593
589	13.66328072
590	13.64726849
591	13.6278096
592	13.61439913
593	13.59198445
594	13.58060439
595	13.57043611
596	13.56323311
597	13.54639993
598	13.51573064
599	13.51190986
600	13.50668897
601	13.48599085
602	13.46663134
603	13.4543657
604	13.42352895
605	13.40789163
606	13.38577439
607	13.37014895
608	13.35113297
609	13.33763791
610	13.32166914
611	13.30416961
612	13.28824127
613	13.26118484
614	13.24628397
615	13.22993747
616	13.22097153
617	13.20955874
618	13.19018663
619	13.16849677
620	13.15952841
621	13.14423371
622	13.13637724
623	13.12649986
624	13.12274855
625	13.11103298
626	13.10511425
627	13.09445667
628	13.08521848
629	13.06749715
630	13.05185686
631	13.02955353
632	13.01643171
633	13.00402708
634	12.99042814
635	12.97857971
636	12.96243795
637	12.94965817
638	12.92986642
639	12.9183668
640	12.89742999
641	12.88110217
642	12.85824573
643	12.85299035
644	12.84991879
645	12.83578485
646	12.81680473
647	12.80438115
648	12.79556108
649	12.79079255
650	12.77578689
651	12.76859155
652	12.74930641
653	12.74568968
654	12.73786456
655	12.72435526
656	12.70921578
657	12.69438329
658	12.68954534
659	12.68562942
660	12.68179185
661	12.6786886
662	12.66819938
663	12.66085251
664	12.63968536
665	12.61819718
666	12.61571939
667	12.60186877
668	12.5983666
669	12.5826466
670	12.56788916
671	12.5510868
672	12.54517362
673	12.52490148
674	12.51097427
675	12.50075417
676	12.47138534
677	12.46492345
678	12.4451192
679	12.4413189
680	12.433706
681	12.41123431
682	12.38867985
683	12.37489989
684	12.35966539
685	12.34621172
686	12.33951578
687	12.32917328
688	12.3215865
689	12.3041163
690	12.28963462
691	12.27494301
692	12.26404106
693	12.25229712
694	12.23651875
695	12.22270782
696	12.2162206
697	12.19844531
698	12.19012054
699	12.17772331
700	12.17053984
701	12.15281147
702	12.14442618
703	12.1292846
704	12.11813056
705	12.09768994
706	12.09531839
707	12.08882179
708	12.07120521
709	12.05806795
710	12.03986981
711	12.02866821
712	12.01776261
713	12.00615533
714	12.003243
715	11.98577508
716	11.97335894
717	11.95474837
718	11.93989915
719	11.93240609
720	11.91904202
721	11.91004385
722	11.89763018
723	11.88339818
724	11.87758024
725	11.87208586
726	11.85475353
727	11.84150127
728	11.83099233
729	11.81796859
730	11.80533769
731	11.79906697
732	11.79091057
733	11.78281223
734	11.76661274
735	11.75136923
736	11.7413779
737	11.73213576
738	11.72367489
739	11.71139787
740	11.70790334
741	11.69489945
742	11.68037511
743	11.66292988
744	11.65026634
745	11.6401654
746	11.6290836
747	11.61990875
748	11.60134673
749	11.58797227
750	11.5773918
751	11.5691163
752	11.56272653
753	11.54357861
754	11.53278195
755	11.52062193
756	11.50989558
757	11.49227527
758	11.47537289
759	11.46008517
760	11.43654708
761	11.41676208
762	11.40130902
763	11.37811619
764	11.3681838
765	11.35546645
766	11.34384576
767	11.33936421
768	11.33409896
769	11.32218832
770	11.30533323
771	11.29088438
772	11.28036649
773	11.26503713
774	11.25083826
775	11.24463611
776	11.23053263
777	11.21944894
778	11.20385474
779	11.19614948
780	11.19225582
781	11.17627474
782	11.16395439
783	11.1551573
784	11.14763231
785	11.13516603
786	11.11868021
787	11.10969631
788	11.10177169
789	11.09375907
790	11.07912653
791	11.06594862
792	11.05579537
793	11.04855728
794	11.03524237
795	11.02068577
796	11.01571083
797	11.00814266
798	10.99919824
799	10.99138706
800	10.97474234
801	10.97105367
802	10.96274531
803	10.95699244
804	10.94864853
805	10.9418447
806	10.93433703
807	10.91773904
808	10.90619448
809	10.89278604
810	10.87938939
811	10.85395388
812	10.84941293
813	10.83806962
814	10.82799042
815	10.82272178
816	10.81123645
817	10.80189228
818	10.79737489
819	10.78828948
820	10.77285319
821	10.75238049
822	10.74909229
823	10.72389934
824	10.71633824
825	10.70406332
826	10.69765644
827	10.69236168
828	10.67618524
829	10.66270858
830	10.6465192
831	10.63135049
832	10.61862565
833	10.61085946
834	10.59632591
835	10.58693487
836	10.58469352
837	10.5721917
838	10.56190051
839	10.54115523
840	10.5349116
841	10.527747
842	10.51650732
843	10.5100524
844	10.50449669
845	10.48817476
846	10.46990952
847	10.45801769
848	10.44268123
849	10.43701568
850	10.42442034
851	10.41992937
852	10.41098658
853	10.39975411
854	10.39297179
855	10.37911147
856	10.3740866
857	10.36708986
858	10.3639201
859	10.35380445
860	10.34655096
861	10.31946819
862	10.30837139
863	10.29874947
864	10.28578027
865	10.27432861
866	10.25941714
867	10.25094483
868	10.24562578
869	10.23274204
870	10.23099634
871	10.22579239
872	10.2203282
873	10.21312113
874	10.20911246
875	10.19341623
876	10.17913336
877	10.17140431
878	10.16239306
879	10.15376554
880	10.13841592
881	10.1270598
882	10.10766327
883	10.10624983
884	10.09651507
885	10.08816217
886	10.06957656
887	10.05231734
888	10.04543435
889	10.0357032
890	10.02790297
891	10.00808786
892	10.00350519
893	9.987659241
894	9.983004413
895	9.977266356
896	9.960533845
897	9.941352006
898	9.926579435
899	9.916700362
900	9.903936539
901	9.893849227
902	9.889196296
903	9.8793969
904	9.863144579
905	9.856393745
906	9.850031686
907	9.836940972
908	9.833464205
909	9.829376971
910	9.820736055
911	9.810009708
912	9.785372757
913	9.77440037
914	9.767705848
915	9.756083577
916	9.747509476
917	9.746401182
918	9.734917259
919	9.727684809
920	9.720104379
921	9.711095433
922	9.701903492
923	9.684204606
924	9.673752034
925	9.669483441
926	9.658174018
927	9.653602278
928	9.649286852
929	9.641171021
930	9.639626309
931	9.635197009
932	9.625111272
933	9.619790261
934	9.612909632
935	9.60883102
936	9.603899207
937	9.592871926
938	9.586550861
939	9.570263153
940	9.56325841
941	9.5500314
942	9.546709219
943	9.536529546
944	9.533248331
945	9.522900908
946	9.511311558
947	9.497277648
948	9.494984527
949	9.490921451
950	9.483731295
951	9.477768543
952	9.473679139
953	9.467313061
954	9.452778869
955	9.441276585
956	9.431480782
957	9.42263959
958	9.415844453
959	9.407471416
960	9.401851559
961	9.398756613
962	9.383819946
963	9.378284006
964	9.372549688
965	9.349564309
966	9.340205838
967	9.330442343
968	9.322712048
969	9.308324128
970	9.304834803
971	9.296028738
972	9.294350201
973	9.289022719
974	9.282297942
975	9.276954032
976	9.260741259
977	9.250417944
978	9.23336277
979	9.220175929
980	9.214325355
981	9.20349016
982	9.200333707
983	9.187970509
984	9.185745336
985	9.180577177
986	9.164540038
987	9.151888923
988	9.147340037
989	9.141971092
990	9.129646618
991	9.12108066
992	9.109509328
993	9.101246356
994	9.09403303
995	9.084955945
996	9.079195941
997	9.068791378
998	9.060569864
999	9.055213981
